handle,location,review_title,rating_text,review_text,review_date,value_for_money,product_quality,customer_service,return_claim_made,incentivised_review,user_reviews_count,store_location,user_reviews_likes,rating_value,website,brand,page
Marie,"Sydney, NSW",Price gouging rotten food,1 out of 5 stars,Always buy two packets chicken sausages alway pay $11 today price increased to $14 considering no staff can’t blame wages as wages would be low now am totally sick of Woolworths Price gouging or so called fresh food when fruit and vegetables don’t last more than a couple of day avocado always brown inside have to throw out even milk lately not lasting back to Aldi and coles shame on you Woolworths total rip off,2022-01-15T21:28:03.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,9
Artemis,,"Website out of date, rude staff, blaming COVID",1 out of 5 stars,"I have been looking for an advertised item in-store that has not been available and this was clearly stated as being in stock in my local store (Sunbury, Horne Street) today, so I walked up there in the heat... (no access to a car), while obviously taking COVID-related risks (I'm trying to minimise the time I spend out as everyone should be to stop the spread), only to find that there was none in stock (and there is no substitute for this item either). I explained the situation (inc. the website and the walk) and asked for a raincheck, only to be rudely brushed off. If I had taken a chance and it was not available I'd put it down to bad luck, but it was clearly noted as being 'in stock'. Seems that Woolies are really only interested in getting the punters in and not on responsibly managing a supply-chain crisis. If they were serious, they'd either keep their websites up to date or remove the function of finding whether stock is in your local store entirely - and they'd stop advertising specials that they cannot honour and don't intend to honour - or, on special items they'd offer rainchecks. Not the first time Sunbury has let me down with rude and uncaring staff either.",2022-01-11T07:55:22.000Z,,,,,,10,,10,1,ProductReview.com.au,Woolworths Physical store,9
Pat,,Leg is not shoulder....how to have increase your revenue and lose customers,2 out of 5 stars,"Just bought a wrapped and packaged supposed piece of lamb leg from Woolworths Upper Mt Gravatt. The label and price said leg, so it was comparatively expensive. But once cooked and carved it was apparent it was a piece of shoulder, a much less desirable cut due to the amount of bone and sinew contained in the meat and a much cheaper cut. It would be a mistake, but I have encountered this practice several times in Woolworths and other stores. They must be aware of this careless, misleading, practice.",2022-01-07T04:02:58.000Z,,,,,,2,,2,2,ProductReview.com.au,Woolworths Physical store,9
Marianne,,"Potato salad with bacon, & egg",2 out of 5 stars,Tasteless and undercooked potatoes. It wasn't worth the walk to the shops to get. I wouldn't bother purchase it again.,2022-01-06T08:07:35.000Z,,,,,,2,,1,2,ProductReview.com.au,Woolworths Physical store,9
Gilly T.,"South East Queensland, QLD",The worst product I have bought from Woolworths by far.,1 out of 5 stars,"Last week I bought Woolworths microwave macaroni thinking it’s a new product to me and I would give it ago. As soon as I opened the packet to put it in the microwave the smell coming out was awful, in fact it smelt Like a lot of products do when they put into these silver line to packets. I hated it and I did try it but I found it in edible. I knew I should’ve just thrown some in the saucepan but I was trying to find easy food for my husband when I was at work.",2022-01-06T00:20:24.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,9
Amanda,"South East Queensland, QLD",Happy Customer,5 out of 5 stars,"Woolies,Aspley Hypermarket, are currently selling the Best sliced ham,at their deli.It is so delicious! I have had this ham with one of their salad bowls and fresh bread.",2022-01-05T08:28:40.000Z,,,,,,,,,5,ProductReview.com.au,Woolworths Physical store,9
Lj E.,,Premium gifts for a Premium product I don't think so.,2 out of 5 stars,"This six pack of Woolworth most prestigious Bon Bons at the 20 dollar mark were very nicely presented, but at that price I wouldn't expect guest and family gifts of such poor standard and quality as be fit for nothing but the bin directly after the Christmas Bon Bon aka Cracker was pulled. All of the prizes in the photos were of a truly tragic standard and quality, but the highlight of the bunch had to be a punched paper Christmas Tree decoration on a bit of brown string.",2022-01-05T04:46:51.000Z,,,,,,2,,,2,ProductReview.com.au,Woolworths Physical store,9
Natalie B.,,ATROCIOUS CUSTOMER SERVICE...,1 out of 5 stars,"I bought 4 punnets of strawberries, and they were all rotten. I called the Park Ridge store, and was told that I'd have to go into the store to get my refund, even though I had my receipt and photos of the rotten fruit. I'm on a pension, and money is scarce. I told her that it would cost more in petrol to get there, than the price of the goods. She didn't give a damn. I emailed their complaints department with photos, etc asking if they could help with a refund. Three days later...NOTHING. NO REPLY. CRICKETS.",2022-01-04T09:04:47.000Z,,,,,,6,,7,1,ProductReview.com.au,Woolworths Physical store,9
Fran,"Calwell 2905, ACT","Cleanliness, product freshness, availability and poorly run store",2 out of 5 stars,"have been shopping at the calwell store for 4 years. In the last few months the store has declined in a number of ways such as cleanliness, level of stock, freshness of fruit and veg and staff assistance. I have been ignored at the deli when no one else was waiting and when I have enquired about a product the staff do not know what I am referring to. Tonight 2 girls who were behind us in line were coughing and did not wear masks. This is mandatory at the moment and when I questioned them I was called names. Should the staff query customers who do not following government mandates? They put others at risk.. while I will continue to shop here as it is our closest store I would hope that the store's overall condition will improve soon.",2022-01-02T22:34:49.000Z,,,,,,,,,2,ProductReview.com.au,Woolworths Physical store,9
David Bugeja,"Metropolitan Adelaide, SA",Your paper bags,2 out of 5 stars,I went to Woolworths the other day and bought some shopping when I got home I took my shopping out of the car cross the road halfway the bag Brock and my shopping went every where it was lucky it wasn't a main road more interest in stronger bag's as we as consumers pay for them and I would like to use them again otherwise make them free,2022-01-02T07:40:26.000Z,,,,,,,,,2,ProductReview.com.au,Woolworths Physical store,9
mmckeen,,Checkout with Limited Number of Items,3 out of 5 stars,"There are checkouts for loaded trolleys. There are also self service checkouts for loaded trolleys. So why does the Hallett Cove store allow a person with a loaded trolley costing $115 through the only 15 item limit checkout? Either change the rule, enforce the rule, or remove the checkout operator who permits loaded trolleys. A 15 item limit is there to provide an alternative customer service. Not good enough, Woolworths, Hallett Cove.",2022-01-01T01:56:16.000Z,,,,,,7,,2,3,ProductReview.com.au,Woolworths Physical store,9
Eve,,"Platters were really bad, for the money I paid $170",1 out of 5 stars,"I ordered $170 worth of Christmas platters and they were made really badly , they were not full, the prawns box was so bad. I am not ordering from Woolworths again",2021-12-26T02:14:48.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,9
peter d.,"South East Queensland, QLD",Rip offs,1 out of 5 stars,"Woolworths overcharge alot, always check your docket , they also on purpose put lower price labels under similar products to rip U off once more. They put discount prices on items that have more than one type so look close to make sure it is the exact item. There discount pamphlet is full of half price etc that aren't half price or even close to the % they say it's discounted, buy your fruit & vege at the local fruit shops as it's mostly cheaper. They hide alot Australian made products.",2021-12-23T07:35:18.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,9
cpatriick,,Woolworths Spring Farm NSW 2570,5 out of 5 stars,This is why I always shop here. These staff are why I shop here.,2021-12-23T02:35:51.000Z,,,,,,11,,1,5,ProductReview.com.au,Woolworths Physical store,9
trojan,,Same old thing rotten fruit and veggies,1 out of 5 stars,"I went to woolies Chester hill to buy some veggies . I bought a green capsicum to include in my dinner salad , I went straight home and started preparing the capsicum. Well , absolutely rotten on the inside , perfect on the outside . It was expensive ! I am sick and tired of buying this garbage from woollies , Fruit, veggies , if they are not rotten on the inside , they don’t even last a couple of days in the fruit bowel . Such a waste of our hard earned .Shame on you woolies",2021-12-16T22:59:51.000Z,,,,,,3,,6,1,ProductReview.com.au,Woolworths Physical store,9
